,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
45,2016-02-15,24.571154098650762,22.85933683554681,25.582991497795906,24.571154098650762,24.571154098650762,-0.4140442939972453,-0.4140442939972453,-0.4140442939972453,-0.000718583888243324,-0.000718583888243324,-0.000718583888243324,-0.41332571010900193,-0.41332571010900193,-0.41332571010900193,0.0,0.0,0.0,24.157109804653516
46,2016-02-16,24.570242445287448,22.95621979096821,25.64807670154701,24.570242445287448,24.570242445287448,-0.28652501789104684,-0.28652501789104684,-0.28652501789104684,0.04504070419308957,0.04504070419308957,0.04504070419308957,-0.33156572208413637,-0.33156572208413637,-0.33156572208413637,0.0,0.0,0.0,24.2837174273964
47,2016-02-17,24.56933079192413,22.9119122243716,25.673115313206477,24.56933079192413,24.56933079192413,-0.21354413870957537,-0.21354413870957537,-0.21354413870957537,0.03272285108591963,0.03272285108591963,0.03272285108591963,-0.246266989795495,-0.246266989795495,-0.246266989795495,0.0,0.0,0.0,24.355786653214555
48,2016-02-18,24.568419138560813,23.066757613451035,25.788210160924827,24.568419138560813,24.568419138560813,-0.16744223871626984,-0.16744223871626984,-0.16744223871626984,-0.010161837000003284,-0.010161837000003284,-0.010161837000003284,-0.15728040171626656,-0.15728040171626656,-0.15728040171626656,0.0,0.0,0.0,24.400976899844544
49,2016-02-19,24.5675074851975,23.06997937365732,25.839452170377882,24.5675074851975,24.5675074851975,-0.11488972239200916,-0.11488972239200916,-0.11488972239200916,-0.0503639985477885,-0.0503639985477885,-0.0503639985477885,-0.06452572384422067,-0.06452572384422067,-0.06452572384422067,0.0,0.0,0.0,24.452617762805488
50,2016-02-20,24.56659583183418,23.15191334671655,25.95909775183291,24.56659583183418,24.56659583183418,-0.01643029038000077,-0.01643029038000077,-0.01643029038000077,-0.048435204956032867,-0.048435204956032867,-0.048435204956032867,0.0320049145760321,0.0320049145760321,0.0320049145760321,0.0,0.0,0.0,24.55016554145418
51,2016-02-21,24.565684178470864,23.37079772080276,26.046573898323363,24.565684178470864,24.565684178470864,0.16416148059133942,0.16416148059133942,0.16416148059133942,0.03191606911304766,0.03191606911304766,0.03191606911304766,0.13224541147829177,0.13224541147829177,0.13224541147829177,0.0,0.0,0.0,24.729845659062203
52,2016-02-22,24.564772525107546,23.491488775317027,26.17515718526692,24.564772525107546,24.564772525107546,0.2353374036321502,0.2353374036321502,0.2353374036321502,-0.000718583888233799,-0.000718583888233799,-0.000718583888233799,0.23605598752038398,0.23605598752038398,0.23605598752038398,0.0,0.0,0.0,24.800109928739698
53,2016-02-23,24.563860871744232,23.547778204313364,26.15123135548929,24.563860871744232,24.563860871744232,0.3882660668188726,0.3882660668188726,0.3882660668188726,0.04504070419317947,0.04504070419317947,0.04504070419317947,0.34322536262569314,0.34322536262569314,0.34322536262569314,0.0,0.0,0.0,24.952126938563104
54,2016-02-24,24.562949218380915,23.669898781226383,26.27905508944786,24.562949218380915,24.562949218380915,0.4861975884896343,0.4861975884896343,0.4861975884896343,0.03272285108593734,0.03272285108593734,0.03272285108593734,0.45347473740369704,0.45347473740369704,0.45347473740369704,0.0,0.0,0.0,25.04914680687055
55,2016-02-25,24.562037565017597,23.800613335791578,26.469702890805337,24.562037565017597,24.562037565017597,0.5563016169360764,0.5563016169360764,0.5563016169360764,-0.010161836999944421,-0.010161836999944421,-0.010161836999944421,0.5664634539360207,0.5664634539360207,0.5664634539360207,0.0,0.0,0.0,25.118339181953672
56,2016-02-26,24.56112591165428,23.75027628129993,26.50928624732972,24.56112591165428,24.56112591165428,0.6314321664103766,0.6314321664103766,0.6314321664103766,-0.05036399854786826,-0.05036399854786826,-0.05036399854786826,0.681796164958245,0.681796164958245,0.681796164958245,0.0,0.0,0.0,25.192558078064657
57,2016-02-27,24.56021425829097,23.939269937897112,26.625682798795626,24.56021425829097,24.56021425829097,0.750596095343144,0.750596095343144,0.750596095343144,-0.048435204956205895,-0.048435204956205895,-0.048435204956205895,0.7990313002993499,0.7990313002993499,0.7990313002993499,0.0,0.0,0.0,25.310810353634114
58,2016-02-28,24.55930260492765,24.17278691559057,26.91488793162578,24.55930260492765,24.55930260492765,0.949606654708447,0.949606654708447,0.949606654708447,0.03191606911307077,0.03191606911307077,0.03191606911307077,0.9176905855953761,0.9176905855953761,0.9176905855953761,0.0,0.0,0.0,25.5089092596361
59,2016-02-29,24.558390951564334,24.249216321562542,27.00421776436532,24.558390951564334,24.558390951564334,1.036550757868145,1.036550757868145,1.036550757868145,-0.0007185838882251756,-0.0007185838882251756,-0.0007185838882251756,1.0372693417563703,1.0372693417563703,1.0372693417563703,0.0,0.0,0.0,25.59494170943248
60,2016-03-01,24.557479298201017,24.319896675694647,27.064274213906703,24.557479298201017,24.557479298201017,1.202287979276531,1.202287979276531,1.202287979276531,0.04504070419317473,0.04504070419317473,0.04504070419317473,1.1572472750833562,1.1572472750833562,1.1572472750833562,0.0,0.0,0.0,25.759767277477547
61,2016-03-02,24.556567644837703,24.555394782281855,27.262206023309968,24.556567644837703,24.556567644837703,1.309822308885626,1.309822308885626,1.309822308885626,0.032722851085823096,0.032722851085823096,0.032722851085823096,1.277099457799803,1.277099457799803,1.277099457799803,0.0,0.0,0.0,25.866389953723328
62,2016-03-03,24.555655991474385,24.52145922913203,27.380837724660044,24.555655991474385,24.555655991474385,1.3861453603114007,1.3861453603114007,1.3861453603114007,-0.010161836999887167,-0.010161836999887167,-0.010161836999887167,1.3963071973112877,1.3963071973112877,1.3963071973112877,0.0,0.0,0.0,25.941801351785784
63,2016-03-04,24.554744338111067,24.717195772545196,27.315428108400635,24.554744338111067,24.554744338111067,1.4640045010960274,1.4640045010960274,1.4640045010960274,-0.05036399854784957,-0.05036399854784957,-0.05036399854784957,1.5143684996438769,1.5143684996438769,1.5143684996438769,0.0,0.0,0.0,26.018748839207095
64,2016-03-05,24.55383268474775,24.842875284577723,27.60213585022409,24.55383268474775,24.55383268474775,1.5823726430609355,1.5823726430609355,1.5823726430609355,-0.04843520495610117,-0.04843520495610117,-0.04843520495610117,1.630807848017037,1.630807848017037,1.630807848017037,0.0,0.0,0.0,26.136205327808685
65,2016-03-06,24.552921031384436,24.998891959975698,27.596150029743107,24.552921031384436,24.552921031384436,1.7771011099324898,1.7771011099324898,1.7771011099324898,0.031916069113093866,0.031916069113093866,0.031916069113093866,1.745185040819396,1.745185040819396,1.745185040819396,0.0,0.0,0.0,26.330022141316924
66,2016-03-07,24.55200937802112,25.116060291183576,27.773740085253603,24.55200937802112,24.55200937802112,1.8563842797271966,1.8563842797271966,1.8563842797271966,-0.000718583888216552,-0.000718583888216552,-0.000718583888216552,1.8571028636154128,1.8571028636154128,1.8571028636154128,0.0,0.0,0.0,26.408393657748316
67,2016-03-08,24.5510977246578,25.267069083156493,27.849173697811064,24.5510977246578,24.5510977246578,2.0112541104977297,2.0112541104977297,2.0112541104977297,0.04504070419321836,0.04504070419321836,0.04504070419321836,1.9662134063045111,1.9662134063045111,1.9662134063045111,0.0,0.0,0.0,26.562351835155532
68,2016-03-09,24.550186071294483,25.289238651250265,28.001914284466395,24.550186071294483,24.550186071294483,2.104945729114195,2.104945729114195,2.104945729114195,0.03272285108600671,0.03272285108600671,0.03272285108600671,2.0722228780281884,2.0722228780281884,2.0722228780281884,0.0,0.0,0.0,26.65513180040868
69,2016-03-10,24.54927441793117,25.417121491620605,28.121797874904594,24.54927441793117,24.54927441793117,2.1647329806447027,2.1647329806447027,2.1647329806447027,-0.010161837000114556,-0.010161837000114556,-0.010161837000114556,2.174894817644817,2.174894817644817,2.174894817644817,0.0,0.0,0.0,26.714007398575873
70,2016-03-11,24.548362764567855,25.41570485018055,28.08509950300046,24.548362764567855,24.548362764567855,2.223687646647905,2.223687646647905,2.223687646647905,-0.0503639985478309,-0.0503639985478309,-0.0503639985478309,2.274051645195736,2.274051645195736,2.274051645195736,0.0,0.0,0.0,26.77205041121576
71,2016-03-12,24.547451111204538,25.537746317451553,28.321738316202065,24.547451111204538,24.547451111204538,2.3211393434073,2.3211393434073,2.3211393434073,-0.04843520495608026,-0.04843520495608026,-0.04843520495608026,2.36957454836338,2.36957454836338,2.36957454836338,0.0,0.0,0.0,26.868590454611837
72,2016-03-13,24.54653945784122,25.742896522094114,28.39897960470942,24.54653945784122,24.54653945784122,2.4933178151743736,2.4933178151743736,2.4933178151743736,0.03191606911309186,0.03191606911309186,0.03191606911309186,2.461401746061282,2.461401746061282,2.461401746061282,0.0,0.0,0.0,27.039857273015592
73,2016-03-14,24.545627804477903,25.747612894376857,28.467763373045276,24.545627804477903,24.545627804477903,2.5488066336695923,2.5488066336695923,2.5488066336695923,-0.0007185838882460768,-0.0007185838882460768,-0.0007185838882460768,2.5495252175578385,2.5495252175578385,2.5495252175578385,0.0,0.0,0.0,27.094434438147495
74,2016-03-15,24.54471615111459,25.841458393531987,28.585418325152393,24.54471615111459,24.54471615111459,2.679026732825596,2.679026732825596,2.679026732825596,0.04504070419321362,0.04504070419321362,0.04504070419321362,2.6339860286323824,2.6339860286323824,2.6339860286323824,0.0,0.0,0.0,27.223742883940183
75,2016-03-16,24.54380449775127,25.960637485096647,28.640135220492642,24.54380449775127,24.54380449775127,2.747591276013532,2.747591276013532,2.747591276013532,0.032722851085892464,0.032722851085892464,0.032722851085892464,2.7148684249276394,2.7148684249276394,2.7148684249276394,0.0,0.0,0.0,27.291395773764805
76,2016-03-17,24.542892844387953,25.94678070745832,28.745186048773466,24.542892844387953,24.542892844387953,2.782131058833193,2.782131058833193,2.782131058833193,-0.010161837000055695,-0.010161837000055695,-0.010161837000055695,2.7922928958332487,2.7922928958332487,2.7922928958332487,0.0,0.0,0.0,27.325023903221147
77,2016-03-18,24.541981191024636,26.021527751867733,28.75396157873727,24.541981191024636,24.541981191024636,2.8160444404362277,2.8160444404362277,2.8160444404362277,-0.05036399854781222,-0.05036399854781222,-0.05036399854781222,2.86640843898404,2.86640843898404,2.86640843898404,0.0,0.0,0.0,27.358025631460862
78,2016-03-19,24.541069537661322,26.071635624255062,28.804523701796025,24.541069537661322,24.541069537661322,2.888949070112958,2.888949070112958,2.888949070112958,-0.04843520495608564,-0.04843520495608564,-0.04843520495608564,2.9373842750690433,2.9373842750690433,2.9373842750690433,0.0,0.0,0.0,27.43001860777428
79,2016-03-20,24.540157884298004,26.203589077116618,28.886597396049893,24.540157884298004,24.540157884298004,3.0373173437488465,3.0373173437488465,3.0373173437488465,0.03191606911304432,0.03191606911304432,0.03191606911304432,3.005401274635802,3.005401274635802,3.005401274635802,0.0,0.0,0.0,27.57747522804685
80,2016-03-21,24.53924623093469,26.257194233301988,28.943132136445517,24.53924623093469,24.53924623093469,3.069924778757016,3.069924778757016,3.069924778757016,-0.0007185838881988611,-0.0007185838881988611,-0.0007185838881988611,3.0706433626452148,3.0706433626452148,3.0706433626452148,0.0,0.0,0.0,27.609171009691707
81,2016-03-22,24.538334577571373,26.488532446010225,29.067603682894998,24.538334577571373,24.538334577571373,3.178329866869703,3.178329866869703,3.178329866869703,0.04504070419320888,0.04504070419320888,0.04504070419320888,3.133289162676494,3.133289162676494,3.133289162676494,0.0,0.0,0.0,27.716664444441076
82,2016-03-23,24.537422924208055,26.444863083525966,29.11494123244527,24.537422924208055,24.537422924208055,3.2262269821869745,3.2262269821869745,3.2262269821869745,0.032722851085910165,0.032722851085910165,0.032722851085910165,3.193504131101064,3.193504131101064,3.193504131101064,0.0,0.0,0.0,27.76364990639503
83,2016-03-24,24.536511269555163,26.415137984553656,29.085041311784913,24.536511269555163,24.536511269555163,3.2412715756438284,3.2412715756438284,3.2412715756438284,-0.01016183699985451,-0.01016183699985451,-0.01016183699985451,3.251433412643683,3.251433412643683,3.251433412643683,0.0,0.0,0.0,27.777782845198992
84,2016-03-25,24.535599614902267,26.50304376240851,29.15797750021585,24.535599614902267,24.535599614902267,3.2568316246660114,3.2568316246660114,3.2568316246660114,-0.050363998547891975,-0.050363998547891975,-0.050363998547891975,3.3071956232139033,3.3071956232139033,3.3071956232139033,0.0,0.0,0.0,27.79243123956828
85,2016-03-26,24.53468796024937,26.416736929329264,29.091778626441577,24.53468796024937,24.53468796024937,3.3124425295624076,3.3124425295624076,3.3124425295624076,-0.04843520495606474,-0.04843520495606474,-0.04843520495606474,3.360877734518472,3.360877734518472,3.360877734518472,0.0,0.0,0.0,27.84713048981178
86,2016-03-27,24.53377630559648,26.636035318999024,29.28724393702792,24.53377630559648,24.53377630559648,3.444447267902342,3.444447267902342,3.444447267902342,0.03191606911304231,0.03191606911304231,0.03191606911304231,3.4125311987892997,3.4125311987892997,3.4125311987892997,0.0,0.0,0.0,27.97822357349882
87,2016-03-28,24.53286465094358,26.64593947989223,29.373861658408718,24.53286465094358,24.53286465094358,3.461450828201481,3.461450828201481,3.461450828201481,-0.0007185838882288332,-0.0007185838882288332,-0.0007185838882288332,3.4621694120897097,3.4621694120897097,3.4621694120897097,0.0,0.0,0.0,27.99431547914506
88,2016-03-29,24.531952996290688,26.69377469318299,29.535493473900036,24.531952996290688,24.531952996290688,3.5548072765479994,3.5548072765479994,3.5548072765479994,0.04504070419320413,0.04504070419320413,0.04504070419320413,3.5097665723547955,3.5097665723547955,3.5097665723547955,0.0,0.0,0.0,28.08676027283869
